property_ID,locality_name,postal_code,price,type_of_property,subtype_of_property,type_of_sale,nr_or_rooms,living_area,equiped_kitchen,furnished,open_fire,terrace,garden,nr_of_facades,swimming_pool,state_of_building
8368034,Wenduine,8420.0,,house,huis,Vaste prijs,3.0,100.0,,,,30.0,,4.0,,Goed
8368972,Huppaye,1367.0,,house,huis,Vaste prijs,4.0,440.0,0.0,,1.0,,,4.0,,Uitstekende staat
8369490,KNOKKE,8300.0,,house,appartement,Vaste prijs,3.0,111.0,,,,,,,,Net gerenoveerd
8369716,Zemst,1980.0,,house,huis,Vaste prijs,3.0,130.0,,0.0,,,,,,Goed
8370631,Rochefort,5580.0,,house,huis,Vaste prijs,3.0,116.0,1.0,0.0,,,,3.0,0.0,Te renoveren
8370743,sambre,6031.0,,house,huis,Vaste prijs,4.0,175.0,1.0,,,,,3.0,,Net gerenoveerd
8370919,Le Roeulx,7070.0,,house,huis,Vaste prijs,,,,,,,,4.0,,Te restaureren
8372813,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372814,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,2.0,,
8372815,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,2.0,,
8372817,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372818,Kortemark,8610.0,318144.0,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372819,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372820,Kortemark,8610.0,328036.0,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372821,Kortemark,8610.0,331022.0,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372822,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372824,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,2.0,,
8372825,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,2.0,,
8372827,Kortemark,8610.0,,house,huis,Vaste prijs,3.0,,1.0,,,,,3.0,,
8372940,Marche,6900.0,,house,huis,Vaste prijs,2.0,80.0,0.0,0.0,,30.0,560.0,3.0,0.0,Op te frissen
8374128,Huy,4500.0,,house,huis,Vaste prijs,3.0,115.0,1.0,,,30.0,265.0,3.0,,Goed
8374722,Gent,9000.0,,house,huis,Vaste prijs,3.0,170.0,1.0,0.0,1.0,,300.0,4.0,,Net gerenoveerd
8375021,Latem,9830.0,,house,appartement,Vaste prijs,2.0,,,0.0,,,,,,Goed
8376973,Zandbergen,9506.0,,house,huis,Vaste prijs,8.0,715.0,0.0,,,,,4.0,,Goed
8377418,Veurne,8630.0,,house,huis,Vaste prijs,2.0,96.0,1.0,0.0,,,,2.0,0.0,Te renoveren
8377419,Veurne,8630.0,,house,huis,Vaste prijs,3.0,145.0,,0.0,,,,3.0,0.0,Net gerenoveerd
8378549,Waver,2861.0,,house,huis,Vaste prijs,3.0,,0.0,,,,,3.0,,Te renoveren
8379123,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,86.0,,0.0,,,,2.0,,Goed
8379193,Waremme,4300.0,,house,appartement,Vaste prijs,2.0,86.0,,,,3.0,,3.0,,Goed
8379677,Londerzeel,1840.0,,house,huis,Vaste prijs,3.0,225.0,,0.0,,,,4.0,,Goed
8380772,Londerzeel,1840.0,,house,huis,Vaste prijs,4.0,210.0,1.0,0.0,,,,3.0,,Goed
8381527,De Panne,8660.0,,house,appartement,Vaste prijs,2.0,72.0,1.0,0.0,,,,2.0,,Goed
8381618,Uccle,1180.0,,house,huis,Vaste prijs,5.0,410.0,0.0,0.0,1.0,,65.0,2.0,,Goed
8381722,De Haan,8420.0,,house,appartement,Vaste prijs,2.0,77.0,,,,,,,,Uitstekende staat
8382387,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,200.0,,,,30.0,,2.0,,Uitstekende staat
8383799,Galmaarden,1570.0,,house,huis,Vaste prijs,4.0,,1.0,0.0,,29.0,,,,Goed
8384093,Oostende,8400.0,,house,appartement,Vaste prijs,2.0,84.0,1.0,0.0,,,,2.0,0.0,Op te frissen
8384270,Wenduine,8420.0,,house,appartement,Vaste prijs,2.0,120.0,,,,4.0,,,,Goed
8384626,Londerzeel,1840.0,,house,appartement,Vaste prijs,1.0,55.0,,0.0,,11.0,,2.0,0.0,
8385058,Ixelles,1050.0,3297000.0,house,appartement,Vaste prijs,3.0,305.0,,0.0,,166.0,,,0.0,
8385109,Ixelles,1050.0,,house,huis,Vaste prijs,5.0,650.0,,0.0,1.0,70.0,220.0,2.0,0.0,Te renoveren
8386382,Wenduine,8420.0,,house,appartement,Vaste prijs,2.0,85.0,,,,4.0,,,,Te renoveren
8386730,Brakel,9660.0,,house,huis,Vaste prijs,2.0,160.0,,,,,,,,Op te frissen
8387561,Le Roeulx,7070.0,,house,huis,Vaste prijs,5.0,240.0,,0.0,,,,2.0,,
8388103,Huy,4500.0,,house,huis,Vaste prijs,3.0,144.0,1.0,,,15.0,150.0,3.0,,Op te frissen
8389042,Zemst,1980.0,,house,huis,Vaste prijs,3.0,135.0,,0.0,,,,,,
8389206,Heist,8300.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,,,Op te frissen
8389335,Latem,9830.0,,house,huis,Vaste prijs,4.0,264.0,,,,,,,,Goed
8390597,Lierde,9570.0,,house,huis,Vaste prijs,3.0,217.0,0.0,,,,,3.0,,Op te frissen
8390967,Huy,4500.0,,house,huis,Vaste prijs,3.0,203.0,0.0,1.0,,,,4.0,,Goed
8391258,Le Roeulx,7070.0,,house,appartement,Vaste prijs,1.0,,,0.0,,,,2.0,,Op te frissen
8391368,Bos,1880.0,,house,huis,Vaste prijs,4.0,120.0,1.0,,,11.0,,2.0,,
8391525,Knokke,8300.0,,house,huis,Vaste prijs,4.0,245.0,1.0,0.0,,,,2.0,0.0,Goed
8391763,Brakel,9660.0,,house,huis,Vaste prijs,3.0,120.0,,0.0,,,,,,Goed
8391784,Avelgem,8580.0,,house,huis,Vaste prijs,4.0,215.0,,,,,,,,Goed
8392627,Ans,4430.0,,house,huis,Vaste prijs,3.0,120.0,1.0,0.0,,12.0,,3.0,0.0,Goed
8393087,Huy,4500.0,,house,huis,Vaste prijs,4.0,348.0,1.0,,,,80.0,2.0,,Te renoveren
8393582,Oostende,8400.0,,house,appartement,Vaste prijs,,,,,,,,2.0,,
8393760,Huy,4500.0,,house,huis,Vaste prijs,5.0,240.0,0.0,,,,,4.0,,Te renoveren
8393879,Brugge,8000.0,,house,huis,Vaste prijs,5.0,363.0,,,,,,,,Goed
8393887,Brakel,9660.0,,house,huis,Vaste prijs,3.0,135.0,,,,,,,,Net gerenoveerd
8393915,Avelgem,8580.0,,house,huis,Vaste prijs,3.0,113.0,,,,,,,,Te renoveren
8394743,Mouscron,7700.0,,house,huis,Vaste prijs,2.0,,1.0,0.0,,,,3.0,,Goed
8395009,Mons,7000.0,,house,appartement,Vaste prijs,2.0,71.0,0.0,,,,,,,Goed
8395177,Gent,9000.0,,house,huis,Vaste prijs,4.0,200.0,0.0,1.0,,,45.0,2.0,,Uitstekende staat
8395337,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,140.0,,0.0,,,,2.0,,Uitstekende staat
8395338,Knokke,8300.0,,house,appartement,Vaste prijs,2.0,97.0,,0.0,,,,2.0,,
8395679,Huy,4500.0,,house,huis,Vaste prijs,3.0,160.0,1.0,,,,,2.0,,Goed
8396226,Oostkamp,8020.0,,house,appartement,Vaste prijs,2.0,83.0,,,,,,,,Uitstekende staat
8396473,Brakel,9660.0,,house,huis,Vaste prijs,4.0,190.0,,,,,,,,Net gerenoveerd
8397812,Gent,9000.0,,house,huis,Vaste prijs,3.0,226.0,1.0,,,,200.0,2.0,,Goed
8398286,Erembodegem,9320.0,,house,huis,Vaste prijs,6.0,351.0,1.0,,,,,2.0,,Goed
8399429,Ans,4430.0,,house,huis,Vaste prijs,2.0,96.0,1.0,0.0,,,,3.0,,Op te frissen
8400452,Zemst,1980.0,,house,huis,Vaste prijs,3.0,110.0,,,,,,4.0,,
8400861,Brakel,9660.0,,house,huis,Vaste prijs,1.0,90.0,,,,100.0,,,,
8401970,De Panne,8660.0,,house,appartement,Vaste prijs,2.0,68.0,1.0,0.0,,,,2.0,,Goed
8402175,Uccle,1180.0,,house,appartement,Vaste prijs,3.0,144.0,0.0,0.0,,,,2.0,,Uitstekende staat
8402208,Ans,4430.0,,house,huis,Vaste prijs,3.0,155.0,,0.0,,19.0,,4.0,,Op te frissen
8402811,Aalter,9880.0,,house,appartement,Vaste prijs,3.0,,,0.0,,,,4.0,,Uitstekende staat
8403223,Zemst,1980.0,,house,huis,Vaste prijs,2.0,138.0,,0.0,,,,,,
8403279,Uccle,1180.0,,house,huis,Vaste prijs,7.0,400.0,0.0,0.0,1.0,,750.0,2.0,,Uitstekende staat
8403526,Avelgem,8580.0,,house,huis,Vaste prijs,3.0,145.0,,,,,327.0,,,Goed
8403586,Latem,9830.0,,house,huis,Vaste prijs,3.0,203.0,,0.0,,,,,,Te renoveren
8404191,Marche,6900.0,,house,huis,Vaste prijs,4.0,,1.0,0.0,,30.0,515.0,4.0,,Goed
8405218,Gent,9000.0,,house,huis,Vaste prijs,4.0,100.0,0.0,0.0,,,,3.0,,Op te frissen
8408140,,,,house,huis,Vaste prijs,,,,,,,,,,
8409543,Huy,4500.0,,house,appartement,Vaste prijs,1.0,65.0,1.0,,,,,,,Goed
8409545,Huy,4500.0,,house,huis,Vaste prijs,2.0,130.0,,,,,,4.0,,Goed
8409546,Huy,4500.0,,house,appartement,Vaste prijs,1.0,71.0,1.0,,,,,,,Goed
8409794,Ans,4430.0,,house,huis,Vaste prijs,5.0,170.0,0.0,0.0,,,,2.0,0.0,Goed
8409921,Uccle,1180.0,,house,huis,Vaste prijs,6.0,510.0,0.0,0.0,1.0,,420.0,2.0,,Uitstekende staat
8411105,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,160.0,,,,,312.0,3.0,,Goed
8411107,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,180.0,,,,,,3.0,,Goed
8411151,Dworp,1653.0,178000.0,house,appartement,Vaste prijs,1.0,45.0,1.0,,,,,,,
8411174,Bruxelles ville,1000.0,,house,appartement,Vaste prijs,2.0,83.0,,,,,,,,Uitstekende staat
8413011,Tamines,5060.0,,house,appartement,Vaste prijs,2.0,74.0,1.0,,,,,,,Goed
8413762,Huy,4500.0,,house,huis,Vaste prijs,2.0,94.0,0.0,,,,50.0,2.0,,Te renoveren
8414063,Huy,4500.0,,house,huis,Vaste prijs,4.0,220.0,1.0,,,50.0,170.0,3.0,,
8414066,Huy,4500.0,,house,huis,Vaste prijs,3.0,176.0,1.0,,,15.0,600.0,2.0,,Goed
8414360,sambre,6031.0,,house,huis,Vaste prijs,5.0,220.0,1.0,,,,,3.0,,
8414595,Bos,1880.0,,house,huis,Vaste prijs,4.0,190.0,0.0,,,46.0,,2.0,,Op te frissen
8414782,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,87.0,0.0,0.0,,,,2.0,0.0,Uitstekende staat
8414783,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,67.0,0.0,0.0,,,,1.0,0.0,
8414784,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,80.0,0.0,0.0,,,,,0.0,Uitstekende staat
8414785,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,112.0,0.0,0.0,,,,2.0,0.0,
8414788,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,87.0,0.0,0.0,,,,2.0,0.0,Uitstekende staat
8414791,Koksijde,8670.0,497500.0,house,appartement,Vaste prijs,3.0,150.0,0.0,0.0,,,,,0.0,Uitstekende staat
8414797,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,87.0,0.0,0.0,,,,2.0,0.0,Uitstekende staat
8414800,Koksijde,8670.0,,house,appartement,Vaste prijs,2.0,87.0,0.0,0.0,,,,2.0,0.0,Uitstekende staat
8414907,KNOKKE,8300.0,,house,appartement,Vaste prijs,2.0,78.0,,,,,,,,Goed
8415365,Chênée,4032.0,,house,huis,Vaste prijs,3.0,100.0,,0.0,,30.0,200.0,2.0,,Goed
8415422,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,126.0,,,,,84.0,2.0,,Uitstekende staat
8416139,De Panne,8660.0,,house,appartement,Vaste prijs,3.0,105.0,1.0,1.0,,,,2.0,0.0,Goed
8416887,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,126.0,,0.0,,,,2.0,,Goed
8417163,Oostende,8400.0,,house,appartement,Vaste prijs,,,,0.0,,,,2.0,,Uitstekende staat
8417449,Avelgem,8580.0,,house,huis,Vaste prijs,4.0,255.0,,,,,,,,Goed
8418551,Ath,7800.0,,house,huis,Vaste prijs,3.0,150.0,1.0,,,,,3.0,,Goed
8418588,Ans,4430.0,,house,appartement,Vaste prijs,3.0,103.0,1.0,0.0,,,,2.0,,Goed
8418786,Lier,2500.0,,house,huis,Vaste prijs,3.0,235.0,1.0,0.0,,,,4.0,0.0,Goed
8418812,Koekelare,8680.0,185000.0,house,appartement,Vaste prijs,2.0,,,,,,,,,Goed
8418965,Dworp,1653.0,178000.0,house,appartement,Vaste prijs,1.0,46.0,1.0,,,,,,,
8418985,Huy,4500.0,,house,huis,Vaste prijs,3.0,188.0,,,,50.0,50.0,2.0,,Net gerenoveerd
8419620,Uccle,1180.0,,house,huis,Vaste prijs,6.0,500.0,0.0,0.0,1.0,,280.0,2.0,,Uitstekende staat
8420694,Tilleul,6110.0,309000.0,house,huis,Vaste prijs,4.0,199.0,,,,,,2.0,,
8420696,Tilleul,6110.0,320000.0,house,appartement,Vaste prijs,2.0,108.0,,,,,,,,
8420698,Tilleul,6110.0,184000.0,house,appartement,Vaste prijs,2.0,98.0,,,,,,,,
8420702,Tilleul,6110.0,369000.0,house,appartement,Vaste prijs,2.0,110.0,,,,,,,,
8420774,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,200.0,,,,,400.0,3.0,,Op te frissen
8421442,Oostende,8400.0,,house,appartement,Vaste prijs,3.0,109.0,1.0,0.0,,,,2.0,0.0,Op te frissen
8421481,Zemst,1980.0,,house,huis,Vaste prijs,4.0,130.0,,,,,,4.0,,
8421648,Gent,9000.0,,house,huis,Vaste prijs,3.0,145.0,0.0,,,,,2.0,,Op te frissen
8421856,Gent,9000.0,,house,appartement,Vaste prijs,3.0,108.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
8424087,Namur,5000.0,,house,huis,Vaste prijs,7.0,387.0,1.0,,,,,4.0,,Net gerenoveerd
8424339,Leuven,3000.0,,house,appartement,Vaste prijs,2.0,100.0,1.0,0.0,,,,2.0,,Goed
8424463,Huy,4500.0,,house,huis,Vaste prijs,2.0,160.0,,,,,,3.0,,Te renoveren
8424540,Heist,8300.0,,house,huis,Vaste prijs,5.0,300.0,0.0,0.0,,,,,,Net gerenoveerd
8424624,Avelgem,8580.0,,house,huis,Vaste prijs,3.0,130.0,,,,20.0,495.0,,,
8424651,Turnhout,2300.0,,house,huis,Vaste prijs,2.0,,,,,,,,,
8426178,Brasschaat,2930.0,,house,huis,Vaste prijs,5.0,300.0,,,1.0,,,3.0,1.0,
8428407,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,115.0,,0.0,,,,2.0,,Uitstekende staat
8429315,Huy,4500.0,,house,huis,Vaste prijs,3.0,185.0,,,,,,4.0,,
8430084,Leuven,3000.0,,house,appartement,Vaste prijs,,15.0,,0.0,,,,,,
8431082,Arlon,6700.0,,house,appartement,Vaste prijs,1.0,37.0,1.0,0.0,,,,,0.0,Goed
8432865,Gent,9000.0,,house,appartement,Vaste prijs,2.0,110.0,1.0,,,8.0,,2.0,,Goed
8432891,Gent – Zwijnaarde,9000.0,,house,huis,Vaste prijs,2.0,130.0,1.0,0.0,,,,2.0,0.0,Te renoveren
8433073,Brugge,8000.0,,house,huis,Vaste prijs,4.0,214.0,,,,,,,,
8433401,Galmaarden,1570.0,,house,huis,Vaste prijs,5.0,,0.0,0.0,,,,,,Uitstekende staat
8434133,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,180.0,0.0,,1.0,30.0,,3.0,,Goed
8435039,Avelgem,8580.0,,house,huis,Vaste prijs,3.0,137.0,,,,,259.0,,,Goed
8436029,Ixelles,1050.0,,house,appartement,Vaste prijs,3.0,137.0,0.0,,,23.0,,3.0,,
8436065,Corbais,1435.0,,house,huis,Vaste prijs,3.0,158.0,1.0,,1.0,60.0,,4.0,,Goed
8436354,Gent,9000.0,,house,huis,Vaste prijs,4.0,230.0,1.0,0.0,1.0,,300.0,3.0,,Goed
8436836,De Panne,8660.0,,house,huis,Vaste prijs,2.0,110.0,1.0,0.0,,,,,,Goed
8437012,Brugge,8000.0,,house,huis,Vaste prijs,2.0,,,,,,,,,
8437943,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,150.0,0.0,,1.0,30.0,245.0,3.0,,Uitstekende staat
8438623,Londerzeel,1840.0,,house,huis,Vaste prijs,4.0,125.0,1.0,0.0,,,,2.0,0.0,Goed
8438829,Rochefort,5580.0,,house,huis,Vaste prijs,2.0,60.0,1.0,0.0,,,,3.0,,Te renoveren
8439633,Galmaarden,1570.0,,house,huis,Vaste prijs,3.0,,1.0,0.0,1.0,,,4.0,,Uitstekende staat
8440477,Marche,6900.0,,house,huis,Vaste prijs,4.0,,0.0,0.0,,,,4.0,0.0,Uitstekende staat
8440995,Brugge,8000.0,,house,appartement,Vaste prijs,1.0,,1.0,1.0,,,,4.0,,Net gerenoveerd
8441005,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,112.0,1.0,0.0,,,,4.0,0.0,Uitstekende staat
8441069,Brugge,8000.0,,house,huis,Vaste prijs,5.0,200.0,0.0,0.0,,,,2.0,,Te renoveren
8441884,Huy,4500.0,,house,huis,Vaste prijs,3.0,140.0,,,,,60.0,2.0,,
8441886,Huy,4500.0,,house,huis,Vaste prijs,3.0,140.0,,,,,60.0,2.0,,
8442323,Knokke,8300.0,,house,appartement,Vaste prijs,3.0,122.0,,0.0,,,,2.0,,Uitstekende staat
8443288,Antwerpen,2018.0,,house,huis,Vaste prijs,4.0,250.0,0.0,0.0,,,,2.0,,Goed
8443433,Huy,4500.0,,house,appartement,Vaste prijs,3.0,105.0,1.0,,,,,2.0,,Net gerenoveerd
8443746,Uccle,1180.0,,house,huis,Vaste prijs,5.0,338.0,0.0,0.0,1.0,,500.0,3.0,,
8443816,Uccle,1180.0,,house,huis,Vaste prijs,5.0,300.0,0.0,0.0,1.0,,,2.0,,Uitstekende staat
8444066,Namur,5000.0,,house,appartement,Vaste prijs,2.0,110.0,1.0,,,,,4.0,,
8444077,Namur,5000.0,,house,appartement,Vaste prijs,3.0,173.0,1.0,,,,,4.0,,Net gerenoveerd
8444190,Namur,5000.0,,house,appartement,Vaste prijs,2.0,87.0,1.0,,,,,4.0,,Net gerenoveerd
8444429,Brugge,8000.0,,house,appartement,Vaste prijs,2.0,67.0,1.0,0.0,,,,3.0,0.0,
8444841,Huy,4500.0,,house,huis,Vaste prijs,4.0,195.0,1.0,,,30.0,170.0,2.0,,Goed
8444842,Huy,4500.0,,house,huis,Vaste prijs,3.0,167.0,0.0,,,30.0,,3.0,,Goed
8446541,Huy,4500.0,,house,huis,Vaste prijs,3.0,150.0,1.0,,,,,4.0,,Goed
8447124,Kortenberg,3070.0,,house,huis,Vaste prijs,4.0,231.0,,,,17.0,200.0,,,
8447126,Kortenberg,3070.0,,house,huis,Vaste prijs,4.0,231.0,1.0,,,17.0,200.0,3.0,,
8448274,Gent,9000.0,750000.0,house,appartement,Vaste prijs,2.0,124.0,1.0,0.0,,,,2.0,0.0,Uitstekende staat
8448460,Ans,4430.0,,house,appartement,Vaste prijs,2.0,100.0,1.0,0.0,,,,2.0,0.0,Goed
8448932,Roeselare,8800.0,,house,huis,Vaste prijs,5.0,387.0,,,,,,,,Goed
8450138,Brugge,8000.0,,house,huis,Vaste prijs,5.0,278.0,1.0,,,,,,,Goed
8450316,Oostkamp,8020.0,,house,huis,Vaste prijs,3.0,,0.0,,,,,,,Uitstekende staat
8451111,Ans,4430.0,,house,huis,Vaste prijs,4.0,153.0,0.0,0.0,,19.0,,2.0,,Op te frissen
8451386,Ans,4430.0,,house,huis,Vaste prijs,3.0,160.0,1.0,0.0,,20.0,120.0,2.0,0.0,Goed
8451724,Gent,9000.0,,house,appartement,Vaste prijs,2.0,96.0,1.0,,,2.0,,2.0,,Goed
8451817,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,180.0,0.0,,1.0,40.0,30.0,2.0,,Goed
8451845,Huy,4500.0,,house,huis,Vaste prijs,5.0,210.0,1.0,,,12.0,400.0,2.0,,Goed
8452052,Gent,9000.0,,house,huis,Vaste prijs,1.0,75.0,0.0,0.0,,,,2.0,,Goed
8452293,Hoeselt,3730.0,,house,huis,Vaste prijs,3.0,175.0,1.0,0.0,,,780.0,4.0,,Goed
8452551,Londerzeel,1840.0,,house,huis,Vaste prijs,3.0,150.0,,0.0,,,,4.0,,Te renoveren
8452845,Chênée,4032.0,,house,huis,Vaste prijs,3.0,107.0,0.0,0.0,,20.0,220.0,2.0,,
8452959,Haccourt,4684.0,,house,huis,Vaste prijs,5.0,193.0,,,,,169.0,2.0,,Goed
8452961,Haccourt,4684.0,,house,huis,Vaste prijs,4.0,180.0,0.0,,1.0,10.0,425.0,3.0,,Uitstekende staat
8453173,Ans,4430.0,,house,appartement,Vaste prijs,1.0,62.0,,0.0,,3.0,,2.0,,Goed
8453321,Mons,7000.0,,house,huis,Vaste prijs,3.0,120.0,,,,,,2.0,,Goed
8454688,Rochefort,5580.0,,house,huis,Vaste prijs,2.0,115.0,1.0,0.0,,12.0,,3.0,,Goed
8455608,Mons,7000.0,1400000.0,house,huis,Vaste prijs,5.0,300.0,0.0,,,,,4.0,1.0,Uitstekende staat
8455609,Mons,7000.0,1500000.0,house,huis,Vaste prijs,4.0,250.0,,,,,,4.0,,Uitstekende staat
8455611,Mons,7000.0,2000000.0,house,huis,Vaste prijs,6.0,650.0,,,,,,4.0,1.0,Uitstekende staat
8456177,Ixelles,1050.0,,house,appartement,Vaste prijs,2.0,65.0,0.0,,,,,4.0,,Net gerenoveerd
8456803,Haccourt,4684.0,,house,huis,Vaste prijs,3.0,185.0,,,,,387.0,3.0,,Uitstekende staat
8457110,Heist,8300.0,,house,huis,Vaste prijs,4.0,170.0,1.0,0.0,,,,2.0,,Goed
8457507,KNOKKE,8300.0,,house,appartement,Vaste prijs,3.0,107.0,,0.0,,,,,,Uitstekende staat
8458660,Vrasene,9120.0,,house,huis,Vaste prijs,4.0,,,0.0,,,,2.0,,
8458661,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458663,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,173.0,1.0,0.0,,,,2.0,,
8458664,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,200.0,1.0,0.0,,,,2.0,,
8458665,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458667,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458668,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458669,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458670,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458671,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458672,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458673,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458674,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458675,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458676,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458677,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,2.0,,
8458678,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458679,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,2.0,,
8458680,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,173.0,1.0,0.0,,,,2.0,,
8458681,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,173.0,1.0,0.0,,,,2.0,,
8459337,Eeklo,9900.0,,house,huis,Vaste prijs,5.0,301.0,1.0,0.0,,,,4.0,,Goed
8460051,Gent,9000.0,,house,huis,Vaste prijs,,,1.0,,,,,2.0,,Goed
8460470,Geel,2440.0,,house,appartement,Vaste prijs,2.0,101.0,,,,8.0,,,,
8460487,Waregem,8790.0,,house,huis,Vaste prijs,3.0,200.0,,0.0,,,,4.0,,Goed
8460491,Waregem,8790.0,,house,huis,Vaste prijs,3.0,202.0,,0.0,,,,4.0,0.0,Te renoveren
8460557,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460558,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460559,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460560,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,189.0,1.0,0.0,,,,3.0,,
8460561,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460562,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460563,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460564,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,168.0,1.0,0.0,,,,3.0,,
8460565,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460566,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460567,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460568,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,137.0,1.0,0.0,,,,3.0,,
8460569,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,136.0,1.0,0.0,,,,3.0,,
8460570,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,136.0,1.0,0.0,,,,3.0,,
8460571,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460572,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460573,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460574,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460575,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460576,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,175.0,1.0,0.0,,,,3.0,,
8460577,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460578,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460579,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,,,0.0,,,,3.0,,
8460580,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,154.0,1.0,0.0,,,,3.0,,
8460581,Vrasene,9120.0,,house,huis,Vaste prijs,3.0,154.0,1.0,0.0,,,,3.0,,
